label,text
3,which airline provides an afternoon flight option from atlanta to boston 
3,is it possible to find an airline with a flight schedule from atlanta to boston in the afternoon
3,which airlines provide flights connecting philadelphia to san francisco
3,did you find out which airlines operate flights from philadelphia to san francisco
3,can anyone tell me about the airlines that offer flight services between philadelphia and san francisco
3,which airlines offer flights from san francisco to washington via indianapolis
3,what airlines provide flights from san francisco to washington with a stopover in indianapolis
3,can you share the list of airlines that operate flights between san francisco and washington routing through indianapolis
4,can you provide me with the flight schedule for tuesday morning from oakland to atlanta but not from dallasfort worth
4,what are the available flight times from oakland to atlanta on tuesday morning excluding flights departing from dallasfort worth
4,im looking for a schedule of flights from oakland to atlanta on tuesday morning please exclude any departures from dallasfort worth
4,could you please inform me of the departure time for flight aa 459
4,i would like to know when flight aa 459 is scheduled to leave
4,do you have any information about the specific time at which flight aa 459 will take off
4,can you please provide me with the morning flight schedules from pittsburgh to san francisco on september twentieth
4,what are the flight times in the morning from pittsburgh to san francisco on september twentieth
4,could you let me know the departure times for morning flights from pittsburgh to san francisco on september twentieth
4,can you provide the schedule of morning flights to atlanta for delta
4,what are the morning flight times to atlanta on delta
4,could you tell me when deltas morning flights to atlanta are scheduled
4,what is the time at which the most recent united airlines flight from denver to boston leaves
4,when is the latest departure time for a united airlines flight from denver to boston
4,at what time does the most recent flight of united airlines leave from denver to boston
4,what is the intended timing of morning flights from various american destinations to atlanta
4,can you provide information on the typical schedule for morning flights connecting american cities with atlanta
4,could you please enlighten me about the regular timetable of morning flights that operate between different american cities and atlanta
5,is there a direct flight connection between boston and washington operated by eastern airlines
5,can eastern airlines be relied upon for flights linking boston and washington
5,does eastern airlines offer flights connecting boston to washington
5,which airlines offer flights departing from tampa and arriving in charlotte
5,what are the available flight options for traveling from tampa to charlotte
5,could you provide information on the flights connecting tampa and charlotte
5,i want to book a flight with united airlines on wednesday traveling from san francisco to boston
5,im interested in securing a united airlines flight for wednesday departing from san francisco and heading to boston
5,for my travel plans on wednesday i would prefer united airlines as the carrier flying from san francisco to boston
5,can you display available flight options for traveling between pittsburgh and san francisco
5,id like to see the available flights from pittsburgh to san francisco can you assist me with that
5,could you provide me with information on flights departing from pittsburgh and arriving in san francisco
5,please provide me with a compilation of all continental airlines flights departing from chicago and heading to seattle on saturdays before 1200 pm while also including meal options
5,can you give me a comprehensive list of continental airlines flights leaving from chicago and going to seattle on saturdays before midday along with the provision of meals
5,i would appreciate it if you could compile all the flights offered by continental airlines that depart from chicago to seattle on saturday mornings prior to noon and offer inflight dining
5,can you provide a compilation of available flights connecting san francisco and denver
5,could you enlist the flight options for traveling between san francisco and denver
5,im looking for a collection of air travel routes connecting san francisco to denver
6,how many urban areas does eastern airlines cater to with their toptier flight services
6,what is the number of cities that eastern provides firstclass flights to
6,in how many different locations does eastern airlines operate its premium airline services
6,what is the number of cities where delta airlines offers first class flights
6,what is the count of cities that receive first class flights from delta airlines
6,in how many cities does delta airlines provide first class flight services
6,what is the number of delta flights that have a class of service code f
6,how many flights does delta operate with a class of service code f
6,can you provide information on the quantity of delta flights offering the class of service code f
6,what is the quantity of united flights available to reach san francisco
6,in total how many flights operated by united airlines are there to get to san francisco
6,how numerous are the options for united flights heading towards san francisco
6,how many flights depart from boston to dallas fort worth before 9 am in the morning
6,can you provide a count of the number of flights flying out of boston for dallas fort worth prior to 9 am in the morning
6,what is the total tally of flights leaving boston headed towards dallas fort worth before 9 am in the morning
6,what is the number of flights operated by continental airlines with a service code f 
6,how many flights does continental airlines have categorized as class f
6,can you tell me the count of flights under class f operated by continental airlines
7,can you provide information on the available ground transportation options for traveling between dallas fort worth airport and downtown dallas
7,what details can you share about the different modes of ground transportation connecting dallas fort worth airport to downtown dallas
7,i would like to learn more about the various means of transport that link dallas fort worth airport with downtown dallas
7,what modes of transportation are accessible in denver for getting around the city
7,what types of ground transportation options can be found in denver
7,what forms of transportation are present in denver for traveling on the ground
7,what options are available for getting around in phoenix using land transportation
7,how can one travel within the city of phoenix by means of ground transportation
7,what are the different methods of getting from place to place in phoenix using terrestrial transportation
7,what are the ground transportation timings from philadelphia airport to downtown
7,what is the timetable for the ground transportation services from philadelphia airport to downtown
7,could you provide me with the schedule of the ground transportation options available from philadelphia airport to downtown
7,what is the available transportation from the airport to downtown boston
7,can you provide details about how to get from the airport to downtown boston via ground transportation
7,i need some information about the means of transportation from the airport to downtown boston
7,what are the options for getting around in las vegas without using the term ground transportation
7,what modes of transit are available in las vegas excluding the word baltimore
7,in las vegas how can one travel on the road without mentioning the word afternoon
